Rank,Symbol,Series,PrevClose,IEP_Open,Change,ChangePct,FinalQty,Turnover_Cr
382,BALAJITELE,EQ,113.13,114.95,1.82,1.61,500,0.0
383,BLUECHIP,EQ,1.86,1.89,0.03,1.61,300,0.0
384,JNKINDIA,EQ,351.65,346.0,-5.65,-1.61,1795,0.0
385,GLOBE,EQ,2.49,2.45,-0.04,-1.61,500,0.0
386,DABUR,EQ,473.25,480.8,7.55,1.6,23753,0.0
387,INDOUS,EQ,106.71,105.0,-1.71,-1.6,100,0.0
388,TEMBO,EQ,569.3,560.2,-9.1,-1.6,56,0.0
389,XCHANGING,EQ,65.46,66.5,1.04,1.59,25,0.0
390,RUPA,EQ,142.33,144.6,2.27,1.59,11,0.0
391,KIRIINDUS,EQ,393.7,399.95,6.25,1.59,5071,0.0
392,NAVA,EQ,697.5,708.6,11.1,1.59,2114,0.0
393,CLEDUCATE,BE,42.05,42.72,0.67,1.59,57,0.0
394,VMSTMT,BE,47.2,47.95,0.75,1.59,900,0.0
395,ZEELEARN,EQ,5.7,5.79,0.09,1.58,284,0.0
396,TRANSWORLD,EQ,157.59,155.1,-2.49,-1.58,55,0.0
397,SWELECTES,EQ,628.3,618.4,-9.9,-1.58,144,0.0
398,ALEMBICLTD,EQ,90.43,89.0,-1.43,-1.58,4023,0.0
399,SAHLIBHFI,EQ,73.84,75.0,1.16,1.57,18,0.0
400,TRANSRAILL,EQ,531.35,523.0,-8.35,-1.57,19458,0.0
401,PFIZER,EQ,4725.9,4651.7,-74.2,-1.57,188,0.0
402,ACL,EQ,55.89,55.01,-0.88,-1.57,130,0.0
403,SHARDACROP,EQ,1149.8,1167.7,17.9,1.56,3429,0.0
404,JKLAKSHMI,EQ,651.85,662.05,10.2,1.56,19,0.0
405,VIPULLTD,BE,9.0,8.86,-0.14,-1.56,76,0.0
406,KIRLOSBROS,EQ,1679.0,1705.0,26.0,1.55,786,0.0
407,GKSL,EQ,142.24,144.45,2.21,1.55,5328,0.0
408,KSL,EQ,808.45,795.9,-12.55,-1.55,404,0.0
409,AMAGI,EQ,409.55,403.2,-6.35,-1.55,683,0.0
410,SGMART,EQ,594.8,603.95,9.15,1.54,43,0.0
411,EIHOTEL,EQ,317.9,313.0,-4.9,-1.54,1033,0.0
412,SOMATEX,EQ,108.18,106.51,-1.67,-1.54,150,0.0
413,KALAMANDIR,EQ,108.34,110.0,1.66,1.53,19446,0.0
414,PRABHA,EQ,168.33,170.9,2.57,1.53,1,0.0
415,LLOYDSENGG,EQ,67.47,68.5,1.03,1.53,74896,0.0
416,ELANTAS,EQ,9545.0,9399.0,-146.0,-1.53,9,0.0
417,BATLIBOI,EQ,81.65,80.4,-1.25,-1.53,2000,0.0
418,TRAVELFOOD,EQ,1139.9,1122.6,-17.3,-1.52,324,0.0
419,MVGJL,EQ,160.23,157.8,-2.43,-1.52,1100,0.0
420,NILAINFRA,EQ,8.53,8.4,-0.13,-1.52,22,0.0
421,DPWIRES,EQ,173.03,170.4,-2.63,-1.52,280,0.0
422,DBREALTY,EQ,129.06,127.1,-1.96,-1.52,3039,0.0
423,HPIL,EQ,134.64,132.6,-2.04,-1.52,81,0.0
424,UNIMECH,EQ,960.5,975.0,14.5,1.51,1532,0.0
425,NIPPOBATRY,EQ,384.6,390.4,5.8,1.51,28,0.0
426,PASHUPATI,EQ,86.89,88.2,1.31,1.51,2398,0.0
427,SURAKSHA,EQ,291.9,287.5,-4.4,-1.51,20,0.0
428,ZOTA,EQ,1208.3,1190.0,-18.3,-1.51,325,0.0
429,POCL,EQ,1320.4,1300.5,-19.9,-1.51,710,0.0
430,NPST,EQ,1128.5,1145.4,16.9,1.5,95,0.0
431,GREENLAM,EQ,218.23,221.5,3.27,1.5,302,0.0
432,KDDL,EQ,2286.0,2320.3,34.3,1.5,142,0.0
433,ANTHEM,EQ,799.05,811.0,11.95,1.5,6397,0.0
434,GRAUWEIL,EQ,67.96,68.98,1.02,1.5,2,0.0
435,IMPAL,EQ,1017.3,1002.0,-15.3,-1.5,25,0.0
436,SPECIALITY,EQ,101.52,100.0,-1.52,-1.5,50,0.0
437,SAKSOFT,EQ,141.12,139.0,-2.12,-1.5,849,0.0
438,RESPONIND,EQ,163.75,166.19,2.44,1.49,31,0.0
439,CMPDI,EQ,233.33,236.8,3.47,1.49,63519,0.0
440,DECNGOLD,EQ,116.44,118.17,1.73,1.49,8022,0.0
441,KUANTUM,EQ,76.85,77.99,1.14,1.48,200,0.0
442,RUSTOMJEE,EQ,414.85,421.0,6.15,1.48,216,0.0
443,NESCO,EQ,1218.8,1236.8,18.0,1.48,20,0.0
444,LOVABLE,EQ,72.24,73.3,1.06,1.47,34,0.0
445,KOKUYOCMLN,EQ,92.46,91.1,-1.36,-1.47,35,0.0
446,CARYSIL,EQ,891.25,878.15,-13.1,-1.47,137,0.0
447,BIRLAPREC,EQ,38.38,38.94,0.56,1.46,10,0.0
448,UFBL,EQ,347.05,342.0,-5.05,-1.46,1,0.0
449,JSLL,EQ,738.05,727.25,-10.8,-1.46,2816,0.0
450,KAMDHENU,EQ,25.53,25.9,0.37,1.45,870,0.0
451,SUPREMEINF,EQ,82.2,83.39,1.19,1.45,1,0.0
452,SURYODAY,EQ,172.64,170.14,-2.5,-1.45,1726,0.0
453,FOCUS,EQ,83.89,85.1,1.21,1.44,59,0.0
454,SOLEX,EQ,1251.2,1233.2,-18.0,-1.44,125,0.0
455,RML,EQ,892.15,904.95,12.8,1.43,503,0.0
456,SUBROS,EQ,750.7,740.0,-10.7,-1.43,97,0.0
457,TFCILTD,EQ,75.85,76.93,1.08,1.42,23159,0.0
458,SHALPAINTS,EQ,52.26,53.0,0.74,1.42,200,0.0
459,SAGILITY,EQ,43.09,43.7,0.61,1.42,786433,0.0
460,ALLDIGI,EQ,813.55,802.0,-11.55,-1.42,4,0.0
461,JUSTDIAL,EQ,530.15,522.6,-7.55,-1.42,192,0.0
462,DBCORP,EQ,217.09,214.0,-3.09,-1.42,820,0.0
463,AFIL,BE,9.22,9.35,0.13,1.41,16516,0.0
464,MAWANASUG,BE,107.54,106.02,-1.52,-1.41,11,0.0
465,JUBLINGREA,EQ,712.15,702.1,-10.05,-1.41,1114,0.0
466,BLUSPRING,EQ,68.79,69.75,0.96,1.4,1500,0.0
467,VISAKAIND,EQ,74.09,73.05,-1.04,-1.4,3205,0.0
468,LATTEYS,EQ,26.63,27.0,0.37,1.39,1156,0.0
469,SBCL,EQ,583.1,575.0,-8.1,-1.39,1202,0.0
470,AHLUCONT,EQ,811.45,800.15,-11.3,-1.39,166,0.0
471,MACPOWER,EQ,1176.4,1160.1,-16.3,-1.39,39,0.0
472,CAPLIPOINT,EQ,1815.0,1840.0,25.0,1.38,1141,0.0
473,SUKHJITS,EQ,194.71,197.4,2.69,1.38,2,0.0
474,APTECHT,EQ,99.63,101.0,1.37,1.38,1035,0.0
475,MINDTECK,EQ,202.93,205.7,2.77,1.37,400,0.0
476,RAJRATAN,EQ,406.05,411.6,5.55,1.37,808,0.0
477,AARTIPHARM,EQ,712.7,702.95,-9.75,-1.37,1110,0.0
478,GANESHBE,EQ,89.73,88.5,-1.23,-1.37,2329,0.0
479,GLOBALVECT,EQ,167.29,165.0,-2.29,-1.37,136,0.0
480,BLKASHYAP,EQ,55.25,54.5,-0.75,-1.36,1100,0.0
481,CLEANMAX,EQ,1221.6,1205.0,-16.6,-1.36,1554,0.0
482,KRYSTAL,EQ,621.4,629.8,8.4,1.35,614,0.0
483,SANGAMIND,EQ,492.35,499.0,6.65,1.35,2,0.0
484,PRATHAM,SM,146.0,147.95,1.95,1.34,800,0.0
485,SALSTEEL,BE,58.07,58.85,0.78,1.34,1160,0.0
486,ACMESOLAR,EQ,283.8,280.0,-3.8,-1.34,5391,0.0
487,LUXIND,EQ,1468.9,1449.2,-19.7,-1.34,339,0.0
488,AMRUTANJAN,EQ,557.6,565.0,7.4,1.33,40,0.0
489,GREENPOWER,EQ,11.29,11.44,0.15,1.33,29179,0.0
490,RAJOOENG,EQ,57.21,56.45,-0.76,-1.33,2203,0.0
491,THOMASCOTT,EQ,278.7,275.0,-3.7,-1.33,90,0.0
492,SAIFL,SM,7.5,7.4,-0.1,-1.33,8000,0.0
493,SPCENET,EQ,3.8,3.85,0.05,1.32,1128,0.0
494,SRHHYPOLTD,EQ,510.4,503.65,-6.75,-1.32,1,0.0
495,ORCHPHARMA,EQ,708.65,699.3,-9.35,-1.32,60,0.0
496,MANORAMA,EQ,1396.2,1377.8,-18.4,-1.32,1485,0.0
497,LAXMIINDIA,BE,131.74,130.0,-1.74,-1.32,483,0.0
498,MCLOUD,EQ,25.16,25.49,0.33,1.31,4644,0.0
499,ORIENTELEC,EQ,188.15,190.61,2.46,1.31,2027,0.0
500,PRINCEPIPE,EQ,241.1,244.25,3.15,1.31,428,0.0
501,DHANUKA,EQ,1065.0,1051.0,-14.0,-1.31,129,0.0
502,MOLDTECH,EQ,128.7,127.01,-1.69,-1.31,83,0.0
503,SONATSOFTW,EQ,273.15,276.7,3.55,1.3,16574,0.0
504,NELCAST,EQ,143.94,145.81,1.87,1.3,451,0.0
505,CERA,EQ,5926.5,5849.5,-77.0,-1.3,88,0.0
506,CEWATER,EQ,282.9,286.55,3.65,1.29,85,0.0
507,MAMATA,EQ,398.15,393.0,-5.15,-1.29,415,0.0
508,SUDARSCHEM,EQ,874.7,863.4,-11.3,-1.29,500,0.0
509,THEMISMED,EQ,96.77,95.53,-1.24,-1.28,1514,0.0
510,VRLLOG,EQ,257.5,254.25,-3.25,-1.26,747,0.0
511,ROTO,EQ,56.21,55.5,-0.71,-1.26,2268,0.0
512,SUTLEJTEX,EQ,36.51,36.05,-0.46,-1.26,502,0.0
513,ORIENTCER,EQ,40.0,40.5,0.5,1.25,17,0.0
514,GOKUL,EQ,39.3,38.81,-0.49,-1.25,1,0.0
515,BVCL,EQ,42.54,42.01,-0.53,-1.25,75,0.0
516,SYNCOMF,EQ,13.57,13.4,-0.17,-1.25,11519,0.0
517,MPSLTD,EQ,1620.3,1600.0,-20.3,-1.25,99,0.0
518,AJANTPHARM,EQ,3091.7,3129.9,38.2,1.24,1070,0.0
519,TIRUMALCHM,EQ,203.48,206.0,2.52,1.24,880,0.0
520,NDRAUTO,EQ,821.15,811.0,-10.15,-1.24,378,0.0
521,IMAGICAA,EQ,44.25,43.7,-0.55,-1.24,274,0.0
522,HGINFRA,EQ,634.85,627.0,-7.85,-1.24,2739,0.0
523,HLEGLAS,EQ,327.05,323.0,-4.05,-1.24,294,0.0
524,CENTUM,EQ,2936.0,2900.0,-36.0,-1.23,96,0.0
525,ANTGRAPHIC,EQ,0.82,0.81,-0.01,-1.22,5253,0.0
526,KOTARISUG,EQ,26.32,26.0,-0.32,-1.22,9,0.0
527,MUNJALSHOW,EQ,134.13,132.5,-1.63,-1.22,100,0.0
528,DUCON,BE,3.27,3.23,-0.04,-1.22,2075,0.0
529,GPTHEALTH,EQ,141.85,140.14,-1.71,-1.21,64,0.0
530,ABSMARINE,SM,222.8,220.1,-2.7,-1.21,2000,0.0
531,NRL,EQ,53.35,53.99,0.64,1.2,22,0.0
532,NACLIND,EQ,165.31,167.3,1.99,1.2,30,0.0
533,JARO,EQ,409.55,414.45,4.9,1.2,751,0.0
534,TIIL,EQ,2479.7,2450.0,-29.7,-1.2,9,0.0
535,POKARNA,EQ,828.95,819.0,-9.95,-1.2,286,0.0
536,HAPPYFORGE,EQ,1417.1,1400.1,-17.0,-1.2,90,0.0
537,EPACKPEB,EQ,191.58,189.29,-2.29,-1.2,190,0.0
538,STYLAMIND,EQ,2460.6,2431.4,-29.2,-1.19,8,0.0
539,BALPHARMA,EQ,81.27,80.3,-0.97,-1.19,20,0.0
540,MIRCELECTR,EQ,43.97,44.49,0.52,1.18,3898,0.0
541,THERMAX,EQ,4483.0,4535.8,52.8,1.18,1414,0.0
542,ZODIAC,BE,300.4,303.95,3.55,1.18,344,0.0
543,KAVDEFENCE,BE,62.63,61.9,-0.73,-1.17,1189,0.0
544,CHEVIOT,EQ,1214.2,1200.0,-14.2,-1.17,29,0.0
545,NCLIND,EQ,172.0,170.0,-2.0,-1.16,1250,0.0
546,SILINV,EQ,465.35,459.95,-5.4,-1.16,155,0.0
547,TECHERA,SM,193.45,191.2,-2.25,-1.16,800,0.0
548,MCLEODRUSS,BE,56.3,56.95,0.65,1.15,470,0.0
549,DIXON,EQ,10138.0,10255.0,117.0,1.15,8143,0.0
550,MODISONLTD,EQ,160.16,158.32,-1.84,-1.15,18,0.0
551,ROML,EQ,45.53,46.05,0.52,1.14,250,0.0
552,WHEELS,EQ,1277.5,1263.0,-14.5,-1.14,1224,0.0
553,GPPL,EQ,152.85,151.11,-1.74,-1.14,4585,0.0
554,WINDMACHIN,EQ,305.25,308.7,3.45,1.13,100,0.0
555,AXITA,EQ,8.0,8.09,0.09,1.13,1465,0.0
556,JKIL,EQ,497.35,502.95,5.6,1.13,125,0.0
557,SAATVIKGL,EQ,445.75,450.8,5.05,1.13,400,0.0
558,AVL,EQ,541.05,534.95,-6.1,-1.13,122,0.0
559,SANSERA,EQ,2386.9,2360.0,-26.9,-1.13,404,0.0
560,ARVIND,EQ,442.0,437.0,-5.0,-1.13,2467,0.0
561,GOLDIAM,EQ,383.35,379.0,-4.35,-1.13,8579,0.0
562,SHRIPISTON,EQ,3489.6,3450.0,-39.6,-1.13,155,0.0
563,GICL,EQ,39.26,39.7,0.44,1.12,8957,0.0
564,DAVANGERE,EQ,3.56,3.6,0.04,1.12,6488,0.0
565,NDL,EQ,2.67,2.64,-0.03,-1.12,7004,0.0
566,SUNCLAY,EQ,1430.1,1414.1,-16.0,-1.12,1,0.0
567,PURPLEUTED,SM,361.95,357.9,-4.05,-1.12,250,0.0
568,NOVAAGRI,EQ,27.81,27.5,-0.31,-1.11,57,0.0
569,JTLIND,EQ,74.78,75.6,0.82,1.1,2158,0.0
570,IFBAGRO,EQ,1071.75,1060.0,-11.75,-1.1,46,0.0
571,HINDWAREAP,EQ,215.48,213.11,-2.37,-1.1,500,0.0
572,BLACKROSE,EQ,87.05,88.0,0.95,1.09,2,0.0
573,NETWORK18,EQ,32.14,32.49,0.35,1.09,4184,0.0
574,EBGNG,EQ,431.3,436.0,4.7,1.09,1147,0.0
575,DATAMATICS,EQ,748.55,740.4,-8.15,-1.09,87,0.0
576,TIRUPATIFL,BE,40.54,40.1,-0.44,-1.09,483,0.0
577,ASMS,EQ,7.41,7.49,0.08,1.08,13373,0.0
578,SUNLITE,ST,491.1,496.4,5.3,1.08,300,0.0
579,CRIZAC,EQ,205.97,203.75,-2.22,-1.08,139,0.0
580,OPTIEMUS,EQ,420.2,424.7,4.5,1.07,400,0.0
581,FCL,EQ,27.12,27.41,0.29,1.07,31194,0.0
582,VSTIND,EQ,257.2,259.95,2.75,1.07,3940,0.0
583,WEL,EQ,101.39,100.31,-1.08,-1.07,121,0.0
584,LOTUSDEV,EQ,142.42,140.9,-1.52,-1.07,13935,0.0
585,JBMA,EQ,657.05,664.0,6.95,1.06,4644,0.0
586,DCBBANK,EQ,174.15,176.0,1.85,1.06,8374,0.0
587,SERVOTECH,EQ,89.6,90.55,0.95,1.06,6743,0.0
588,HESTERBIO,EQ,1695.0,1677.0,-18.0,-1.06,3,0.0
589,CHEMPLASTS,EQ,235.03,237.49,2.46,1.05,222,0.0
590,DEVIT,EQ,28.56,28.86,0.3,1.05,102,0.0
591,BAJAJINDEF,EQ,289.4,286.35,-3.05,-1.05,210,0.0
592,3BBLACKBIO,EQ,1234.2,1221.3,-12.9,-1.05,25,0.0
593,GROWW,EQ,183.09,185.0,1.91,1.04,224608,0.0
594,KIRLPNU,EQ,1495.6,1480.0,-15.6,-1.04,267,0.0
595,CAPACITE,EQ,236.65,234.2,-2.45,-1.04,1250,0.0
596,MGL,EQ,1064.4,1053.3,-11.1,-1.04,215,0.0
597,SEIL,EQ,202.07,199.99,-2.08,-1.03,648,0.0
598,CEIGALL,EQ,350.8,347.2,-3.6,-1.03,332,0.0
599,MAHLOG,EQ,374.85,371.0,-3.85,-1.03,45,0.0
600,NOVARTIND,EQ,1263.0,1250.0,-13.0,-1.03,177,0.0
601,MEESHO,EQ,181.88,180.0,-1.88,-1.03,49411,0.0
602,MFSL,EQ,1653.7,1670.5,16.8,1.02,13490,0.0
603,PRECWIRE,EQ,389.05,393.0,3.95,1.02,2014,0.0
604,CENTURYPLY,EQ,771.1,778.95,7.85,1.02,2,0.0
605,SSDL,EQ,61.07,60.45,-0.62,-1.02,14,0.0
606,CIPLA,EQ,1292.3,1279.1,-13.2,-1.02,7203,0.0
607,SARLAPOLY,EQ,92.96,93.9,0.94,1.01,1003,0.0
608,MTNL,EQ,28.71,29.0,0.29,1.01,19066,0.0
609,INDOWIND,BE,9.88,9.98,0.1,1.01,541,0.0
610,RAMANEWS,EQ,30.63,30.32,-0.31,-1.01,1000,0.0
611,RACLGEAR,EQ,1249.9,1262.4,12.5,1.0,63,0.0
612,WIPL,EQ,153.78,155.32,1.54,1.0,66,0.0
613,NATIONALUM,EQ,394.05,398.0,3.95,1.0,28422,0.0
614,MANAKCOAT,EQ,97.08,98.05,0.97,1.0,1302,0.0
615,SUPERHOUSE,EQ,151.43,152.94,1.51,1.0,250,0.0
616,CIGNITITEC,EQ,1313.9,1327.0,13.1,1.0,30,0.0
617,RMDRIP,EQ,19.01,19.2,0.19,1.0,4903,0.0
618,GICHSGFIN,EQ,148.51,150.0,1.49,1.0,402,0.0
619,MKPL,EQ,5.0,5.05,0.05,1.0,265,0.0
620,GALAXYSURF,EQ,1871.3,1852.6,-18.7,-1.0,12,0.0
621,OMINFRAL,EQ,88.92,89.8,0.88,0.99,10,0.0
622,BLIL,EQ,74.66,75.4,0.74,0.99,645,0.0
623,LUMAXIND,EQ,5353.0,5300.0,-53.0,-0.99,62,0.0
624,TIMETECHNO,EQ,177.4,175.65,-1.75,-0.99,2616,0.0
625,CHEMFAB,EQ,430.4,426.15,-4.25,-0.99,13,0.0
626,BAIDFIN,EQ,11.19,11.3,0.11,0.98,9,0.0
627,MANAKSIA,EQ,58.12,57.55,-0.57,-0.98,12,0.0
628,BLUESTONE,EQ,474.2,469.55,-4.65,-0.98,1537,0.0
629,FINEORG,EQ,4577.0,4532.0,-45.0,-0.98,5,0.0
630,MODIS,EQ,365.45,369.0,3.55,0.97,200,0.0
631,URJA,EQ,10.34,10.24,-0.1,-0.97,19282,0.0
632,APOLLOPIPE,EQ,476.1,471.5,-4.6,-0.97,207,0.0
633,DYNAMATECH,EQ,10754.0,10650.0,-104.0,-0.97,236,0.0
634,TVVISION,EQ,5.15,5.1,-0.05,-0.97,8,0.0
635,EMSLIMITED,EQ,332.4,335.6,3.2,0.96,687,0.0
636,BALMLAWRIE,EQ,189.83,188.0,-1.83,-0.96,2330,0.0
637,WONDERLA,EQ,479.6,475.0,-4.6,-0.96,742,0.0
638,AJOONI,EQ,4.21,4.25,0.04,0.95,66,0.0
639,PGHH,EQ,9705.0,9797.0,92.0,0.95,33,0.0
640,MOLDTKPAC,EQ,584.4,589.95,5.55,0.95,224,0.0
641,WIMPLAST,EQ,361.55,365.0,3.45,0.95,300,0.0
642,GENUSPAPER,EQ,12.62,12.5,-0.12,-0.95,5,0.0
643,IOLCP,EQ,105.71,106.7,0.99,0.94,10894,0.0
644,MIDWESTLTD,EQ,1285.9,1298.0,12.1,0.94,24,0.0
645,LIBERTSHOE,EQ,238.3,236.05,-2.25,-0.94,270,0.0
646,SJS,EQ,1968.6,1950.0,-18.6,-0.94,257,0.0
647,ELLEN,EQ,287.7,285.0,-2.7,-0.94,1502,0.0
648,RUCHINFRA,EQ,6.43,6.49,0.06,0.93,362,0.0
649,5PAISA,EQ,306.15,309.0,2.85,0.93,39,0.0
650,JUNIPER,EQ,200.14,202.0,1.86,0.93,85,0.0
651,OBCL,EQ,56.18,56.7,0.52,0.93,2,0.0
652,GREENPLY,EQ,257.5,259.9,2.4,0.93,1170,0.0
653,ANURAS,EQ,1359.5,1372.2,12.7,0.93,117,0.0
654,ATLASCYCLE,EQ,99.07,99.99,0.92,0.93,20,0.0
655,A2ZINFRA,BE,16.15,16.0,-0.15,-0.93,2000,0.0
656,BHARTIARTL,EQ,1756.8,1740.5,-16.3,-0.93,70101,0.0
657,JUBLCPL,EQ,1813.8,1797.0,-16.8,-0.93,1,0.0
658,BORANA,EQ,332.1,329.0,-3.1,-0.93,4,0.0
659,GINNIFILA,EQ,41.74,41.35,-0.39,-0.93,1000,0.0
660,FDC,EQ,375.7,372.2,-3.5,-0.93,84,0.0
661,KOHINOOR,EQ,24.87,25.1,0.23,0.92,260,0.0
662,ORIENTPPR,EQ,17.32,17.48,0.16,0.92,140,0.0
663,SHREDIGCEM,EQ,71.81,72.47,0.66,0.92,250,0.0
664,STEELCAS,EQ,278.6,276.05,-2.55,-0.92,50,0.0
665,AEGISVOPAK,EQ,202.67,200.81,-1.86,-0.92,506,0.0
666,WCIL,EQ,102.06,102.99,0.93,0.91,30,0.0
667,NEOGEN,EQ,1635.1,1650.0,14.9,0.91,537,0.0
668,NIVABUPA,EQ,83.76,83.0,-0.76,-0.91,12702,0.0
669,POWERMECH,EQ,2396.9,2375.0,-21.9,-0.91,102,0.0
670,MUKKA,EQ,24.12,23.9,-0.22,-0.91,923,0.0
671,PREMIERENE,EQ,966.8,958.0,-8.8,-0.91,4079,0.0
672,VAKRANGEE,EQ,6.56,6.5,-0.06,-0.91,3670,0.0
673,KRIDHANINF,EQ,3.28,3.25,-0.03,-0.91,20840,0.0
674,MENONBE,EQ,137.06,138.3,1.24,0.9,100,0.0
675,AVONMORE,EQ,11.06,11.16,0.1,0.9,1000,0.0
676,JSWDULUX,EQ,2922.8,2949.0,26.2,0.9,26,0.0
677,AMIRCHAND,EQ,131.31,132.49,1.18,0.9,867,0.0
678,SANOFICONR,EQ,4611.9,4570.5,-41.4,-0.9,7,0.0
679,TIPSMUSIC,EQ,641.8,636.05,-5.75,-0.9,1427,0.0
680,M&MFIN,EQ,326.95,324.0,-2.95,-0.9,2573,0.0
681,IKIO,EQ,161.48,160.02,-1.46,-0.9,800,0.0
682,AFFLE,EQ,1585.3,1571.0,-14.3,-0.9,762,0.0
683,RSL,EQ,138.41,137.16,-1.25,-0.9,551,0.0
684,ARIS,EQ,144.9,143.59,-1.31,-0.9,980,0.0
685,QUINT,EQ,39.91,39.55,-0.36,-0.9,1,0.0
686,SHAH,EQ,5.6,5.65,0.05,0.89,34275,0.0
687,KRBL,EQ,349.55,352.65,3.1,0.89,932,0.0
688,BHAGYANGR,BE,320.6,323.45,2.85,0.89,5532,0.0
689,RELIABLE,EQ,116.96,118.0,1.04,0.89,94,0.0
690,VIRINCHI,BE,16.83,16.98,0.15,0.89,25,0.0
691,NH,EQ,1846.6,1830.1,-16.5,-0.89,1345,0.0
692,JYOTISTRUC,EQ,12.37,12.26,-0.11,-0.89,77503,0.0
693,GENUSPOWER,EQ,307.7,304.95,-2.75,-0.89,1559,0.0
694,TVSELECT,EQ,479.7,483.9,4.2,0.88,329,0.0
695,RHIM,EQ,386.35,389.75,3.4,0.88,160,0.0
696,MSUMI,EQ,39.8,40.15,0.35,0.88,22875,0.0
697,JLHL,EQ,1234.2,1245.1,10.9,0.88,77,0.0
698,VINCOFE,EQ,128.53,127.4,-1.13,-0.88,3149,0.0
699,ZAGGLE,EQ,282.48,280.0,-2.48,-0.88,21539,0.0
700,PRESTIGE,EQ,1380.8,1368.7,-12.1,-0.88,2070,0.0
701,TALBROAUTO,EQ,312.75,310.0,-2.75,-0.88,3194,0.0
702,VARDMNPOLY,BE,6.81,6.75,-0.06,-0.88,1000,0.0
703,DHAMPURSUG,EQ,151.68,153.0,1.32,0.87,1611,0.0
704,BHARTIHEXA,EQ,1464.8,1477.5,12.7,0.87,350,0.0
705,CHALET,EQ,759.15,765.75,6.6,0.87,62,0.0
706,INTERARCH,EQ,2026.2,2043.9,17.7,0.87,464,0.0
707,PETRONET,EQ,271.15,273.5,2.35,0.87,3719,0.0
708,INDOCO,EQ,217.8,219.7,1.9,0.87,45,0.0
709,SUVEN,EQ,216.38,214.5,-1.88,-0.87,247,0.0
710,JISLJALEQS,EQ,32.3,32.02,-0.28,-0.87,10060,0.0
711,MOKSH,EQ,12.73,12.84,0.11,0.86,1,0.0
712,SAILIFE,EQ,1083.8,1093.1,9.3,0.86,1634,0.0
713,DELTACORP,EQ,72.14,72.76,0.62,0.86,1862,0.0
714,YATRA,EQ,97.5,98.34,0.84,0.86,3242,0.0
715,STALLION,EQ,147.29,148.55,1.26,0.86,1654,0.0
716,KMSUGAR,EQ,29.06,28.81,-0.25,-0.86,1025,0.0
717,GREENPANEL,EQ,214.35,212.51,-1.84,-0.86,81,0.0
718,KARMAENG,EQ,49.57,49.99,0.42,0.85,1,0.0
719,MASTERTR,EQ,83.29,84.0,0.71,0.85,2831,0.0
720,LANDMARK,EQ,371.85,375.0,3.15,0.85,22,0.0
721,SANGHVIMOV,EQ,312.35,315.0,2.65,0.85,1633,0.0
722,SWANCORP,EQ,322.55,325.3,2.75,0.85,3026,0.0
723,ONGC,EQ,294.5,297.0,2.5,0.85,122217,0.0
724,FILATEX,EQ,42.37,42.01,-0.36,-0.85,4381,0.0
725,ENTERO,EQ,1210.3,1200.0,-10.3,-0.85,261,0.0
726,SUNDARMFIN,EQ,4599.2,4560.0,-39.2,-0.85,34,0.0
727,ALKEM,EQ,5496.5,5450.0,-46.5,-0.85,31,0.0
728,MMFL,EQ,445.55,449.3,3.75,0.84,46,0.0
729,WEWORK,EQ,496.7,500.85,4.15,0.84,64,0.0
730,RPPL,EQ,17.85,17.7,-0.15,-0.84,11,0.0
731,RAMRAT,EQ,423.35,419.8,-3.55,-0.84,387,0.0
732,THYROCARE,EQ,475.0,471.0,-4.0,-0.84,1690,0.0
733,BELRISE,EQ,205.3,207.0,1.7,0.83,16859,0.0
734,HFCL,EQ,147.78,149.0,1.22,0.83,233414,0.0
735,POLYMED,EQ,1671.1,1685.0,13.9,0.83,727,0.0
736,MAXHEALTH,EQ,1017.7,1009.3,-8.4,-0.83,5129,0.0
737,ANDHRSUGAR,EQ,93.43,92.65,-0.78,-0.83,2900,0.0
738,SPLPETRO,EQ,696.8,691.05,-5.75,-0.83,100,0.0
739,JINDWORLD,EQ,29.09,28.85,-0.24,-0.83,3273,0.0
740,SUMEETINDS,EQ,30.0,29.75,-0.25,-0.83,328,0.0
741,JSWCEMENT,EQ,121.41,120.4,-1.01,-0.83,5487,0.0
742,BHARATSE,EQ,188.46,190.0,1.54,0.82,273,0.0
743,MANALIPETC,EQ,55.05,55.5,0.45,0.82,154,0.0
744,PACEDIGITK,EQ,188.46,190.0,1.54,0.82,15497,0.0
745,VSTL,EQ,126.23,125.2,-1.03,-0.82,5,0.0
746,GMMPFAUDLR,EQ,862.2,855.1,-7.1,-0.82,95,0.0
747,AVG,EQ,161.82,160.5,-1.32,-0.82,26,0.0
748,GMRAIRPORT,EQ,94.69,95.46,0.77,0.81,29468,0.0
749,TVSHLTD,EQ,13996.0,14110.0,114.0,0.81,1,0.0
750,RALLIS,EQ,266.85,269.0,2.15,0.81,3535,0.0
751,MARKSANS,EQ,198.4,200.0,1.6,0.81,6668,0.0
752,VMART,EQ,641.8,647.0,5.2,0.81,443,0.0
753,GALAPREC,EQ,819.7,826.25,6.55,0.8,108,0.0
754,PARAS,EQ,800.6,807.0,6.4,0.8,5908,0.0
755,EUREKAFORB,EQ,499.5,503.5,4.0,0.8,261,0.0
756,SHAKTIPUMP,EQ,528.15,532.4,4.25,0.8,3779,0.0
757,DAMCAPITAL,EQ,156.32,157.57,1.25,0.8,1159,0.0
758,UDS,EQ,167.66,169.0,1.34,0.8,1002,0.0
